"","unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location","location_address","location_city","location_state","location_zip"
"279",54630079,2022-06-28 20:07:00,2022-07-08 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11367,"73-09 MAIN STREET","MAIN STREET","73 AVE","75 AVE","","","ADDRESS","FLUSHING",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-07-08 00:00:00,"08 QUEENS",4066630001,"QUEENS",1033947,203307,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7245678560284,-73.8207039563859,"POINT (-73.82070395638593 40.724567856028415)",NA,NA,NA,NA
"280",54616496,2022-06-27 12:17:00,2022-07-08 10:39:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11208,"765 LINCOLN AVENUE","LINCOLN AVENUE","DUMONT AVE","LINDEN BLVD","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection requires contact with the complainant to investigate this complaint. A message was left for the complainant at the phone number provided but received no response.",2022-07-08 10:39:00,"05 BROOKLYN",3042719001,"BROOKLYN",1021477,183432,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6700769404088,-73.8658027912565,"POINT (-73.86580279125647 40.670076940408805)",NA,NA,NA,NA
"281",54601431,2022-06-25 14:42:00,2022-06-30 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11201,"14 CLARK STREET","CLARK STREET","COLUMBIA HGTS","WILLOW ST","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-30 00:00:00,"02 BROOKLYN",3002340043,"BROOKLYN",985419,193651,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6982039546095,-73.9957841711725,"POINT (-73.99578417117249 40.69820395460951)",NA,NA,NA,NA
"282",54591633,2022-06-24 21:35:00,2022-07-01 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11420,"122-21 ROCKAWAY BOULEVARD","ROCKAWAY BOULEVARD","122 ST","122 PL","","","ADDRESS","SOUTH OZONE PARK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-07-01 00:00:00,"10 QUEENS",4116790009,"QUEENS",1035354,185494,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6756674273679,-73.8157629837713,"POINT (-73.81576298377125 40.67566742736794)",NA,NA,NA,NA
"283",54590405,2022-06-24 16:47:00,2022-07-12 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11419,"118-06 ATLANTIC AVENUE","ATLANTIC AVENUE","118 ST","LEFFERTS BLVD","","","ADDRESS","SOUTH RICHMOND HILL",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and issued a violation for failure to comply.",2022-07-12 00:00:00,"09 QUEENS",4094360003,"QUEENS",1031754,192117,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6938660651825,-73.8286947558221,"POINT (-73.82869475582208 40.69386606518254)",NA,NA,NA,NA
"284",54568295,2022-06-22 20:12:00,2022-06-23 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10128,"1777 1 AVENUE","1 AVENUE","E 91 ST","E 92 ST","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2022-06-23 00:00:00,"08 MANHATTAN",1015540029,"MANHATTAN",999012,223662,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7805644438252,-73.9466971380525,"POINT (-73.94669713805253 40.780564443825206)",NA,NA,NA,NA
"285",54567188,2022-06-22 16:03:00,2022-07-01 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10011,"172 7 AVENUE","7 AVENUE","W 20 ST","W 21 ST","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-07-01 00:00:00,"04 MANHATTAN",1007700037,"MANHATTAN",985106,209744,"ONLINE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7423753960872,-73.9969109135841,"POINT (-73.99691091358413 40.74237539608722)",NA,NA,NA,NA
"286",54552185,2022-06-20 14:32:00,2022-06-21 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11378,"52-72 69 STREET","69 STREET","52 DR","53 AVE","","","ADDRESS","MASPETH",NA,"N/A","Closed",NA,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2022-06-21 00:00:00,"05 QUEENS",4024090023,"QUEENS",1013119,205930,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7318598385003,-73.8958355330795,"POINT (-73.89583553307946 40.73185983850035)",NA,NA,NA,NA
"287",54539603,2022-06-19 21:06:00,2022-06-22 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11385,"1069 WYCKOFF AVENUE","WYCKOFF AVENUE","SCHAEFER ST","SUMMERFIELD ST","","","ADDRESS","RIDGEWOOD",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-22 00:00:00,"05 QUEENS",4035540001,"QUEENS",1011276,192398,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6947235718402,-73.902539721338,"POINT (-73.90253972133796 40.694723571840186)",NA,NA,NA,NA
"288",54543359,2022-06-19 18:00:00,2022-06-30 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11220,"","","","","4 AVENUE","52 STREET","INTERSECTION","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2022-06-30 00:00:00,"07 BROOKLYN",NA,"BROOKLYN",980436,174395,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6453498070446,-74.0137437417716,"POINT (-74.01374374177156 40.645349807044596)",NA,NA,NA,NA
"289",54522074,2022-06-17 10:02:00,2022-06-27 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11366,"178-07 UNION TURNPIKE","UNION TURNPIKE","178 ST","SURREY PL","","","ADDRESS","FRESH MEADOWS",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2022-06-27 00:00:00,"08 QUEENS",4071910047,"QUEENS",1042513,203989,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7263875035213,-73.789793883741,"POINT (-73.78979388374101 40.72638750352126)",NA,NA,NA,NA
"290",54515429,2022-06-17 09:53:00,2022-06-17 09:53:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11366,"178-07 UNION TURNPIKE","UNION TURNPIKE","178 ST","SURREY PL","","","ADDRESS","FRESH MEADOWS",NA,"N/A","Closed",NA,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.",2022-06-17 00:00:00,"08 QUEENS",4071910047,"QUEENS",1042513,203989,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7263875035213,-73.789793883741,"POINT (-73.78979388374101 40.72638750352126)",NA,NA,NA,NA
"291",54522075,2022-06-17 06:39:00,2022-07-08 14:22:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11429,"206-01 HOLLIS AVENUE","HOLLIS AVENUE","FRANCIS LEWIS BLVD","207 ST","","","ADDRESS","QUEENS VILLAGE",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2022-07-08 14:22:00,"13 QUEENS",4109130033,"QUEENS",1053277,197086,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7073630531646,-73.7510296045245,"POINT (-73.75102960452449 40.70736305316463)",NA,NA,NA,NA
"292",54514307,2022-06-16 14:59:00,2022-06-24 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10452,"","","","","EAST 162 STREET","GERARD AVENUE","INTERSECTION","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-24 00:00:00,"04 BRONX",NA,"BRONX",1005154,241059,"ONLINE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8283020134636,-73.9244653500712,"POINT (-73.92446535007122 40.82830201346359)",NA,NA,NA,NA
"293",54507399,2022-06-16 11:42:00,2022-06-27 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11366,"75-80 178 STREET","178 STREET","75 AVE","UNION TPKE","","","ADDRESS","FRESH MEADOWS",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-27 00:00:00,"08 QUEENS",4071880041,"QUEENS",1042202,204755,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7284920238494,-73.7909093345663,"POINT (-73.79090933456627 40.7284920238494)",NA,NA,NA,NA
"294",54508581,2022-06-16 10:44:00,2022-06-21 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10019,"154 WEST   51 STREET","WEST   51 STREET","6 1/2 AVE","7 AVE","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-21 00:00:00,"05 MANHATTAN",1010037501,"MANHATTAN",989128,216725,"ONLINE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.761535169896,-73.9823914740043,"POINT (-73.9823914740043 40.76153516989604)",NA,NA,NA,NA
"295",54502540,2022-06-15 17:54:00,2022-06-22 12:05:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11237,"","","","","JEFFERSON STREET","WYCKOFF AVENUE","INTERSECTION","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-22 12:05:00,"04 BROOKLYN",NA,"BROOKLYN",1005435,196875,"ONLINE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.707027794392,-73.9235892495862,"POINT (-73.92358924958616 40.70702779439195)",NA,NA,NA,NA
"296",54481921,2022-06-13 09:26:00,2022-06-24 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11228,"15 AVENUE","15 AVENUE","79 STREET","80 STREET","","","BLOCKFACE","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-24 00:00:00,"11 BROOKLYN",NA,"BROOKLYN",NA,NA,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"297",54456717,2022-06-11 11:20:00,2022-06-17 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11101,"45-20 23 STREET","23 STREET","45 AVE","45 RD","","","ADDRESS","LONG ISLAND CITY",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-17 00:00:00,"02 QUEENS",4000770027,"QUEENS",999359,211230,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7464412284807,-73.945472128402,"POINT (-73.94547212840196 40.74644122848075)",NA,NA,NA,NA
"298",54428591,2022-06-08 20:09:00,2022-06-13 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11220,"5601 2 AVENUE","2 AVENUE","56 ST","57 ST","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-13 00:00:00,"07 BROOKLYN",3008370009,"BROOKLYN",978640,174445,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6454860907056,-74.0202156657554,"POINT (-74.02021566575542 40.64548609070557)",NA,NA,NA,NA
"299",54425957,2022-06-08 17:03:00,2022-06-09 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11239,"518 LOUISIANA AVENUE","LOUISIANA AVENUE","VANDALIA AVE","TWIN PINES DR","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2022-06-09 00:00:00,"18 BROOKLYN",3082350133,"BROOKLYN",1015623,175576,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6485366474023,-73.8869420231165,"POINT (-73.88694202311648 40.64853664740234)",NA,NA,NA,NA
"300",54411720,2022-06-06 10:34:00,2022-06-06 10:34:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11369,"24-34 89 STREET","89 STREET","23 AVE","25 AVE","","","ADDRESS","EAST ELMHURST",NA,"N/A","Closed",NA,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2022-06-06 00:00:00,"03 QUEENS",4011000027,"QUEENS",1017464,217424,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7633927004298,-73.8801012562245,"POINT (-73.88010125622448 40.76339270042978)",NA,NA,NA,NA
"301",54365103,2022-06-03 13:22:00,2022-06-07 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10461,"3371 EAST TREMONT AVENUE","EAST TREMONT AVENUE","HASKIN ST","MEYERS ST","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-07 00:00:00,"10 BRONX",2053090061,"BRONX",1031571,243237,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8341779586816,-73.8289948011957,"POINT (-73.82899480119566 40.83417795868158)",NA,NA,NA,NA
"302",54352156,2022-06-02 23:56:00,2022-06-09 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11211,"905 METROPOLITAN AVENUE","METROPOLITAN AVENUE","ORIENT AVE","OLIVE ST","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2022-06-09 00:00:00,"01 BROOKLYN",3029120026,"BROOKLYN",1001103,199638,"ONLINE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.7146208826919,-73.9392071268878,"POINT (-73.93920712688782 40.71462088269187)",NA,NA,NA,NA
"303",54355830,2022-06-02 11:13:00,2022-06-03 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10014,"331 WEST    4 STREET","WEST    4 STREET","W 12 ST","JANE ST","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-03 00:00:00,"02 MANHATTAN",1006150060,"MANHATTAN",983180,208125,"ONLINE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7379316200836,-74.0038611004913,"POINT (-74.00386110049129 40.737931620083586)",NA,NA,NA,NA
"304",54347314,2022-06-01 18:57:00,2022-06-09 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11103,"41-02 ASTORIA BLVD SOUTH","ASTORIA BLVD SOUTH","41 ST","42 ST","","","ADDRESS","ASTORIA",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-09 00:00:00,"01 QUEENS",4006870010,"QUEENS",1009229,219335,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7686650006621,-73.9098215387667,"POINT (-73.90982153876675 40.768665000662075)",NA,NA,NA,NA
"305",54316279,2022-05-29 10:24:00,2022-06-08 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11223,"2486 CONEY ISLAND AVENUE","CONEY ISLAND AVENUE","AVENUE U","AVENUE V","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-08 00:00:00,"15 BROOKLYN",3071360037,"BROOKLYN",995063,156607,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.5965196812863,-73.9610638686433,"POINT (-73.96106386864331 40.59651968128626)",NA,NA,NA,NA
"306",54312809,2022-05-29 02:01:00,2022-06-07 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11694,"112-30 ROCKAWAY BEACH BOULEVARD","ROCKAWAY BEACH BOULEVARD","BEACH 112 ST","BEACH 113 ST","","","ADDRESS","FAR ROCKAWAY",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-07 00:00:00,"14 QUEENS",4161660035,"QUEENS",1030350,150891,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.5807171323666,-73.8340393999105,"POINT (-73.83403939991045 40.58071713236663)",NA,NA,NA,NA
"307",54299367,2022-05-27 15:34:00,2022-06-06 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11221,"","","","","WILSON AVENUE","STOCKHOLM STREET","INTERSECTION","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-06-06 00:00:00,"04 BROOKLYN",NA,"BROOKLYN",1005578,194023,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6991993834527,-73.9230825053222,"POINT (-73.92308250532217 40.69919938345269)",NA,NA,NA,NA
"308",54297315,2022-05-27 11:11:00,2022-05-31 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11101,"37-08 QUEENS BOULEVARD","QUEENS BOULEVARD","37 ST","38 ST","","","ADDRESS","LONG ISLAND CITY",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-05-31 00:00:00,"02 QUEENS",4002240022,"QUEENS",1004261,210420,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7442082480963,-73.9277833926936,"POINT (-73.92778339269358 40.74420824809631)",NA,NA,NA,NA
"309",54231074,2022-05-20 12:23:00,2022-05-25 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11372,"37-67 74 STREET","74 STREET","37 RD","ROOSEVELT AVE","","","ADDRESS","JACKSON HEIGHTS",NA,"N/A","Closed",NA,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.",2022-05-25 00:00:00,"03 QUEENS",4012850003,"QUEENS",1014318,211513,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7471797811426,-73.8914843780055,"POINT (-73.8914843780055 40.74717978114262)",NA,NA,NA,NA
"310",54204869,2022-05-18 09:06:00,2022-05-18 09:06:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10003,"","","","","UNIVERSITY PLACE","EAST 14 STREET","INTERSECTION","MANHATTAN",NA,"N/A","Closed",NA,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.",2022-05-18 00:00:00,"02 MANHATTAN",NA,"MANHATTAN",986546,207135,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7352140814323,-73.9917152101093,"POINT (-73.99171521010928 40.73521408143234)",NA,NA,NA,NA
"311",54196327,2022-05-17 20:51:00,2022-05-19 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10001,"","","","","7 AVENUE","WEST 26 STREET","INTERSECTION","MANHATTAN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-05-19 00:00:00,"04 MANHATTAN",NA,"MANHATTAN",985840,211066,"ONLINE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7460038540121,-73.9942617816457,"POINT (-73.99426178164569 40.746003854012095)",NA,NA,NA,NA
"312",54183867,2022-05-16 11:16:00,2022-05-27 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11004,"","","","","256 STREET","HILLSIDE AVENUE","INTERSECTION","QUEENS",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-05-27 00:00:00,"13 QUEENS",NA,"QUEENS",1064082,207755,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7365558328616,-73.7119312472949,"POINT (-73.71193124729487 40.7365558328616)",NA,NA,NA,NA
"313",54169669,2022-05-14 15:01:00,2022-05-16 06:36:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11226,"270 CLARKSON AVENUE","CLARKSON AVENUE","ROGERS AVE","NOSTRAND AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.",2022-05-16 06:36:00,"17 BROOKLYN",3050660039,"BROOKLYN",997828,178044,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.655355930705,-73.9510643617243,"POINT (-73.95106436172432 40.65535593070498)",NA,NA,NA,NA
"314",54165588,2022-05-14 11:14:00,2022-05-16 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11373,"75-16 BROADWAY","BROADWAY","75 ST","76 ST","","","ADDRESS","ELMHURST",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-05-16 00:00:00,"04 QUEENS",4014860008,"QUEENS",1014702,211123,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7461080158623,-73.890100286637,"POINT (-73.89010028663695 40.74610801586229)",NA,NA,NA,NA
"315",54159783,2022-05-13 16:04:00,2022-05-18 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11434,"","","","","127 AVENUE","MERRICK BOULEVARD","INTERSECTION","QUEENS",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-05-18 00:00:00,"12 QUEENS",NA,"QUEENS",1049297,187681,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6815787541645,-73.7654756381234,"POINT (-73.76547563812336 40.68157875416454)",NA,NA,NA,NA
"316",54159784,2022-05-13 08:53:00,2022-05-19 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10128,"","","","","1 AVENUE","EAST 92 STREET","INTERSECTION","MANHATTAN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2022-05-19 00:00:00,"08 MANHATTAN",NA,"MANHATTAN",999041,223708,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7806906531397,-73.946592323153,"POINT (-73.94659232315303 40.780690653139644)",NA,NA,NA,NA
"317",54149941,2022-05-12 14:26:00,2022-05-16 11:02:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11212,"7 LIVONIA AVENUE","LIVONIA AVENUE","HOWARD AVE","GRAFTON ST","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.",2022-05-16 11:02:00,"16 BROOKLYN",3035660006,"BROOKLYN",1007006,180186,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6612164180518,-73.9179792810267,"POINT (-73.91797928102667 40.66121641805184)",NA,NA,NA,NA
"318",54142759,2022-05-11 12:50:00,2022-05-13 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11206,"","","","","LORIMER STREET","THROOP AVENUE","INTERSECTION","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-05-13 00:00:00,"01 BROOKLYN",NA,"BROOKLYN",998621,195736,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.7039151990021,-73.9481686312147,"POINT (-73.94816863121466 40.70391519900206)",NA,NA,NA,NA
"319",54130784,2022-05-10 14:40:00,2022-05-19 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10003,"","","","","UNIVERSITY PLACE","EAST 14 STREET","INTERSECTION","MANHATTAN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2022-05-19 00:00:00,"02 MANHATTAN",NA,"MANHATTAN",986546,207135,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7352140814323,-73.9917152101093,"POINT (-73.99171521010928 40.73521408143234)",NA,NA,NA,NA
"320",54128567,2022-05-10 11:48:00,2022-05-12 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11372,"37-65 74 ST","74 ST","37 RD","ROOSEVELT AVE","","","ADDRESS","JACKSON HEIGHTS",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2022-05-12 00:00:00,"Unspecified QUEENS",4012850004,"QUEENS",1014318,211513,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7471797811426,-73.8914843780055,"POINT (-73.8914843780055 40.74717978114262)",NA,NA,NA,NA
"321",54125214,2022-05-09 18:10:00,2022-10-28 09:00:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",10470,"125 EAST  233 STREET","EAST  233 STREET","ONEIDA AVE","KEPLER AVE","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection sent a report to the complainant.",2022-10-28 09:00:00,"12 BRONX",2033690034,"BRONX",1019694,265879,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8963789648724,-73.8717952189022,"POINT (-73.87179521890218 40.89637896487236)",NA,NA,NA,NA
